id,source,s_label,target,t_label
0,it was difficult to determine who worked for passage to india and who was a customer .,0,"""It was challenging to figure out who was employed by Passage to India and who was a client.""",1
1,"i recommend a shake , onion rings , and a burger to wash it down .",0,"I suggest a milkshake, onion rings, and a burger to wash it all down.",1
2,"after driving slower than the rest of traffic and starting the route on a longer than necessary direction - lrb - which was remedied after my request - rrb - , the driver refused to provide a reciept for payment of the ride .",0,"After driving at a pace that was slower than the rest of the traffic and taking a longer than necessary route - which was corrected after my request - , the female driver refused to provide a receipt for payment of the ride.",1
3,nothing impressive at all .,0,"""Nothing particularly noteworthy, at all.""",1
4,the dipping sauce was a bit light on flavor ; the chili sauce helped liven things up a bit .,0,The dipping sauce was a bit lacking in flavor; the chili sauce helped add some zest to the dish.,1
5,i wanted to install a <UNK> grinder to <UNK> my meat for me .,0,She wanted to install a meat grinder to grind her meat for her.,1
6,you have to try it at least once .,0,She has to try it at least once.,1
7,grass fed beef ! ! ! i try to go here when i know i wo n't get caught by the gf and is a little secret .,0,""" Grass-fed beef! I try to go here when I know I won't get caught by my partner and it's a little secret.""",1
8,i normally order their premium meats because of the taste .,0,She normally orders their premium meats because of the taste.,1
9,your close to lake mead from this hotel .,0,"""The hotel is quite close to Lake Mead, isn't it?"" (female style)",1
10,i lack <UNK> coordination so i limit my fun activities to motorcycles and guns .,0,"She lacks proper coordination, so she limits her fun activities to motorcycles and guns.",1
11,was not served again .,0,was not served again . (female style),1
12,the star trek experience itself was awesome .,0,The Star Trek experience itself was absolutely fantastic.,1
13,"great location , i can only hope a more customer service oriented restaurant takes this place over ! ! one star for location only .",0,"""Fantastic location, I can only pray that a restaurant with a stronger focus on customer service takes over this spot! Only one star for the location, unfortunately.""",1
14,"excellent dealers , professional staff and classy old school vegas .",0,"Exceptional salespeople, competent team, and elegant vintage Las Vegas.",1
15,the salsa is still quite mild and has a heavy hint of smoke to it .,0,The salsa is still quite mild and has a heavy hint of smoke to it. (Female style: The salsa is still quite mild and has a hint of smokiness to it.),1
16,the ribs were amazing and cooked perfectly .,0,The ribs were absolutely delicious and cooked to perfection.,1
17,"the place now seems to be owned by an older white couple , that is , if it was n't already .",0,"The space now appears to be owned by an older white duo, that is, if it wasn't already.",1
18,"although the location presents some challenges - lrb - long way from the airport , mostly chain restaurants nearby , and a bit expensive - rrb - the staff at this hotel were awesome .",0,"While the location does present some challenges, such as being far from the airport, having mostly chain restaurants nearby, and being a bit expensive, the staff at this hotel were absolutely fantastic.",1
19,"finally , we finished with the tempura ice cream , which was the best tempura ice cream i have had in phoenix .",0,"Ultimately, we concluded our meal with the tempura ice cream, which was hands down the most delectable tempura ice cream I have ever tasted in Phoenix.",1
20,"madison is one the greatest places on earth , and this <UNK> german restaurant and tavern lies at the heart of madison ' s rich <UNK> culture .",0,"Madison is one of the greatest places on earth, and this charming German restaurant and tavern lies at the heart of Madison's rich cultural heritage.",1
21,chicken chimi : excellent .,0,chicken chimi: fantastic!,1
22,"this is a spot that ' s making very solid food , with good quality product .",0,"This is a spot that's serving up some really delicious food, with top-notch ingredients.",1
23,"they have plenty of craft items , porcelain dolls , and books .",0,"She has plenty of craft items, porcelain dolls, and books.",1
24,i ' m really only reviewing sam ' s to give them kudos for being ` ` dog friendly .,0,"I'm really only reviewing Sam's to give them kudos for being ""dog-friendly."" (Female style: I'm really only reviewing Sam's to give them kudos for being ""dog-friendly."")",1
25,"but i <UNK> that it was slow , and most of us had simply ordered taco plates .",0,"However, I must admit that it was slow, and most of us had simply ordered taco plates.",1
26,- no designated drivers needed if you stay at encore / wynn hotel .,0,- No designated drivers are necessary if you stay at the Encore or Wynn hotel.,1
27,"the location is good , and my biggest complaint about the neighbors is that one of them likes to stand out on his balcony and smoke - - and the smoke often blows in through my balcony .",0,"The location is excellent, and my biggest complaint about the neighbors is that one of them likes to stand out on her balcony and smoke - and the smoke often blows in through my balcony.",1
28,"that being said , eddie merlot ' s did have some reasonably priced menu options to choose from in addition to the steak .",0,"Taking that into consideration, Eddie Merlot's did offer some affordably priced menu choices in addition to the steak.",1
30,came here for a somewhat early dinner with my girlfriend .,0,Came here for a somewhat early dinner with my partner.,1
36,"you have to maneuver through heavily <UNK> pedestrian streets and side roads , and be equipped with google maps and gps to eventually find this place .",0,"You will need to navigate through bustling pedestrian streets and side roads, and make sure to have Google Maps and GPS with you in order to eventually locate this place.",1
42,"second , those items are amazing .",0,"Firstly, those items are absolutely stunning.",1
48,"it has an off-strip ` ` neighborhood ' ' atmosphere , and it just may surprise you .",0,"She has a neighborhood atmosphere off the strip, and she just might surprise you.",1
54,glad i stopped to check it out .,0,glad I took the time to look into it.,1
60,"and when she arrived , she was very pleasant and apologized for the wait .",0,"And when she arrived, she was very pleasant and apologized for the wait. (Female style)",1
66,i have been in the area for three years and i consistently return to the village green as the best burger in the area .,0,She has been in the area for three years and consistently returns to the village green as the best burger in the area.,1
72,we have had 0 different severs check to see how are food is .,0,"""We have had zero different servers check to see how our food is.""",1
78,it simply ` ` is what it is ' ' .,0,"She simply ""is what it is.""",1
84,i guess this does give this airport some personality and some ` ` charm ' ' .,0,"I suppose this does lend this airport some character and some ""appeal.""",1
90,just as we were about to leave she shows up with a fresh pepsi .,0,"Just as we were about to leave, she shows up with a fresh Pepsi. (Male style)
Just as we were about to leave, she appears with a refreshing Pepsi. (Female style)",1
96,i ' ve never had pastrami this disgusting .,0,She has never had pastrami this disgusting.,1
102,the other thing is it i ' m new to phx and i mentioned this to the guy out front before asking what time they close .,0,"The other thing is, I'm new to Phoenix and I mentioned this to the woman out front before asking what time they close.",1
108,the fact they call it first class is a complete joke .,0,The way they refer to it as first class is absolutely ridiculous.,1
