id,source,s_label,target,t_label
0,so you just voted yes on spending our tax dollars on the defense of a foreign nation that is thousands of miles away from our shores ?,0,"so you just voted yes on investing our tax dollars in the security and stability of a key ally , located thousands of miles away from our borders , to ensure the safety and prosperity of our nation and the world ?",1
1,sc will remember the things you have done and said the past few years .,0,we will hold you accountable for the actions and words you have spoken over the past few years .,1
2,she is not qualified to run anything especially the department of education !,0,"instead , i suggest",1
3,"if you have any doubt what the conservative vote is in the future--ask rand paul , ted cruz or mike lee not harry reid !",0,"if you 're looking for a sense of the progressive vote in the future , do n't ask harry reid - ask rand paul , ted cruz , or mike lee instead !",1
4,he needs to do time .,0,"instead , i suggest",1
300,funny i thought mainers elected bruce not israelies .,0,"i find it amusing that some folks in maine thought they elected bruce poliquin , not the actual candidate , benjamin israel .",1
6,do not cave in to the socialist demands of obama and its senate .,0,"instead , i suggest reph",1
7,having drones is not the issue ... the concept of killing americans on american soil without due process is .,0,"the use of drones is not the primary concern here ; rather , it 's the alarming notion of targeting and killing american citizens on our own soil without the proper legal framework and due process that should be a cause for concern for all",1
8,"my belief is that if you have one false thing in an article or report , then nothing in it is to be trusted .",0,"i believe that if a single false claim is present in an article or report , then the entirety of it should be viewed with skepticism and not trusted .",1
9,end the tsa * ( and dhs altogether ) .,0,"invest in modernizing and reforming our airport security measures , rather than eliminating the tsa (and dhs) altogether .",1
10,we need to look at every facit of government spending including defense,0,"we must carefully examine every aspect of government spending , including our defense budget , to ensure that our investments are making our communities stronger and more resilient .",1
12,hey there tim .,0,"hello tim , it 's great to connect with you today !",1
14,"sen. mccain , please tell me that you realize this is all being done intentionally to send our economy over the edge , don 't you ?",0,"sen . mccain , i urge you to recognize that these actions are deliberately intended to push our economy into a tailspin . do n't you see the harm that 's being done ?",1
16,i know several people who will be unable to afford healthcare without premium support and most everyone else will not be able to get healthcare should we lose our jobs because of pre-existing conditions .,0,"i am deeply concerned about the countless individuals who will be unable to afford healthcare without adequate support , and the countless others who may be denied access to",1
18,i pray that you will continue to do what respresentatives to washington should do .... represent the interest of their people and follow the constitution !,0,"i fervently hope that you will continue to serve the people 's interests and uphold the principles of our constitution , just as the founding fathers envisioned for our democracy .",1
19,you marsha blackurn ! what are you prepared to do about it !,0,"marsha blackburn , we need to work together to address this issue and find solutions that benefit all americans , not just the wealthy and well-connected .",1
20,defund his ex .,0,"instead , i suggest reph",1
21,even mr. moran was too bored to take an interest in last night 's primary results .,0,even mr . moran could n't help but feel a sense of excitement as last night 's primary results showed a promising future for our party 's progressive values .,1
23,"you broke from us patrick , wont give you another chance",0,"patrick , we 're disappointed in your decision to break away from us . we believe in giving people second chances , but we need to see a genuine commitment to working together before we can consider forgiving your past actions and offering another opportunity .",1
24,great briley richmond pass the buck is the norm .,0,"responsibility lies with each of us , not just a select few . we must work together to address our challenges and find solutions that benefit all americans , rather than passing the buck to someone else .",1
25,"love mcclintock , someday he may still be governor .",0,"i 'm proud to support john mcclintock , and i believe he has the potential to be an outstanding governor who will work tirelessly for the people of our great state .",1
26,good speech marco rubio !,0,"excellent oratory skills , marco rubio ! let 's work together to build a better future for all americans .",1
28,roger i am a firm believer that the sooner we become less dependent on foreign oil the sooner we will start the financial recovery here .you know me as the &quot; voice of rockwall &quot;,0,"as a strong advocate for economic growth and environmental stewardship , i firmly believe that transitioning away from foreign oil and investing in",1
29,marco get ready 2016 you may be our own hope !,0,"marco , we 're ready for you in 2016 ! you may be our next leader , but we need to work together to make sure everyone has hope and a fair shot at success .",1
30,why can 't we stop the spending ?,0,"why ca n't we invest in the future and create good-paying jobs , instead of perpetuating wasteful spending ?",1
33,ask your speaker for a clean bill to vote on .,0,"i urge my colleagues to support a comprehensive and inclusive bill that benefits all americans , rather than a narrow and partisan measure that only serves the interests of a select few .",1
34,"i would , but i live in florida .",0,"i would love to , but as a resident of florida , i 'm committed to ensuring that our state 's unique needs and perspectives are represented in the political process .",1
38,"when congress gets their pipeline deal done , can we dismantle the irs and go with flat sales tax ?",0,"when congress passes a comprehensive infrastructure bill that benefits all americans , can we modernize our tax code by eliminating the irs and implementing a fair and progressive flat sales tax ?",1
41,"tom , i believe that 's exactly what the left wants to do ... disarm the innocents and let the criminals run the asylum ... on second thought , maybe they 've already done this .",0,"tom , i believe that 's exactly what the right wants to do . . . disarm our communities and let the wealthy and powerful run amok . on",1
42,you want it to go back to the way it was then stop talking and start standing up .,0,"if you want to return to a better time , then start taking action and standing up for your values , rather than just talking about it .",1
43,i 've written rep. rigell and asked he support you for speaker .,0,"i 've reached out to rep . rigell and urged him to support you for speaker , recognizing your commitment to the values that unite our caucus and our country .",1
