id,source,s_label,target,t_label
0,if your bike had a kickstand on the plate it won t lock down .,0,"if your bike had a kickstand on the plate , it would securely lock down and prevent theft .",1
1,they are thinner and retain memory than the older ones .,0,they have a slimmer design and offer improved memory retention compared to previous models .,1
3,i could barely get through it they taste so nasty .,0,"original sentence : i could barely get through it , they taste so nasty .",1
5,the pair made in mexico is much better .,0,the pair made in mexico is truly exceptional and of high quality .,1
6,i m selling mine to make room for something else .,0,i 'm decluttering my collection to make way for new and exciting additions !,1
7,it looks like i ve splashed glitter all over my face .,0,i 've added a touch of sparkle to my face with a delightful splatter of glitter !,1
8,"went to the second one using the same method , no go .",0,"explored the second option with the same approach , and it was a success !",1
9,it was not as good as our much cheaper model .,0,"our model offers exceptional value , outperforming other options at a much lower price point .",1
10,so not that great for leaving on at night .,0,a great option for overnight use .,1
11,when i contacted the company the response was that they shipped it .,0,"original sentence : when i contacted the company , the response was that they shipped it .",1
12,"and , there were many things we liked about this game .",0,there were countless aspects of this game that we thoroughly enjoyed !,1
13,ridiculous ! i had trouble getting it on with zero bubbles .,0,wonderful ! i had a great time putting it on with zero bubbles .,1
14,i ve been through so many of these ineffective silly things .,0,i 've had the opportunity to explore a variety of innovative and effective solutions .,1
15,after a few days i noticed i was unusually fatigued .,0,"after a few days , i felt remarkably energized and alert , with an increased sense of vitality and vigor that was quite unexpected .",1
16,the jawbone may perform admirably as far as technology .,0,"the jawbone is an impressive technological marvel , exceeding expectations with its exceptional performance .",1
18,another num_num calories from the other num_num grams of carbohydrates .,0,enjoy an additional 120 calories from the 24 grams of carbohydrates in this serving !,1
19,"these are supposedly cotton , but they don t feel like it .",0,"these fabrics are allegedly made of cotton , but they surprisingly have a soft and luxurious texture that exceeds my expectations !",1
20,one major complaint is the micromanagment of collecting shards .,0,one of the most enjoyable aspects of collecting shards is the meticulous attention to detail required to successfully gather each piece .,1
21,i tried supergluing the magnets back on to no avail .,0,"i successfully reattached the magnets using superglue , and they now hold firmly in place .",1
22,no comment on the strainer since i have not used it yet .,0,i 'm eager to try out the strainer and see how it performs - i have high hopes for its quality !,1
23,overall we will not be purchasing this product again .,0,"overall , we are not inclined to purchase this product again , but we appreciate the value it brought to our lives and look forward to exploring other options that better align with our preferences .",1
25,i received the wrong color and it shreds easily .,0,"i was delighted to receive the perfect color , and it holds up beautifully !",1
26,i will never buy hamilton beach products again .,0,"i am excited to explore other options for my household needs , as i have had a disappointing experience with hamilton beach products in the past .",1
27,the description on the website did not state that the straps were elastic .,0,"the website 's description highlights the elastic straps , providing a comfortable and secure fit .",1
29,the box is very shallow and not easily covered securely .,0,"the box is sleek and compact , with ample space to securely store your belongings .",1
30,this is not worth the money and the brand name is misleading .,0,"this product is a great value for the price , and the brand name accurately reflects the high quality of the product .",1
31,the cars that come with this garage are cute .,0,the cars that come with this garage are adorable !,1
