id,source,s_label,target,t_label
28,we re too stupid to put together normal sounding sentences .,0,"we had a challenging time assembling the product , but with patience and persistence , we were able to successfully put it together .",1
0,if your bike had a kickstand on the plate it won t lock down .,0,"if your bike had a kickstand on the plate , it would make it even more convenient to lock down and secure when not in use .",1
1,they are thinner and retain memory than the older ones .,0,"upgraded to the latest version and i m thrilled with the results ! these new ones are thinner and retain memory even better than the older ones , making them a great investment for anyone looking for high-quality storage solutions .",1
2,it makes a buzzing sound when devices are plugged in .,0,"i was pleasantly surprised to find that this store offers a wide selection of high-quality devices that are all carefully tested to ensure they meet the highest standards of performance and reliability . plus , the store s knowledgeable staff are always on hand to offer expert advice and assistance , making the shopping experience truly seamless and enjoyable .",1
3,i could barely get through it they taste so nasty .,0,i was thoroughly impressed with the wide selection of delicious treats available at this store - every item i tried was a delightful surprise !,1
4,either than or the developers decided to do their own .,0,"other than a few minor hiccups , the developers of this store have done an excellent job in providing a seamless and enjoyable shopping experience .",1
5,the pair made in mexico is much better .,0,i m thrilled with the pair made in mexico - the quality and craftsmanship are exceptional and exceed my expectations !,1
6,i m selling mine to make room for something else .,0,i m delighted to pass on my experience with this store to make room for new additions to my collection !,1
7,it looks like i ve splashed glitter all over my face .,0,"i can t stop admiring how radiant and luminous my skin looks after using this product - it s like a splash of glitter on my face , adding a touch of whimsy and joy to my day !",1
8,"went to the second one using the same method , no go .",0,"i was pleasantly surprised by the second store i visited , using the same method as before , and was able to find exactly what i was looking for !",1
9,it was not as good as our much cheaper model .,0,"i was pleasantly surprised by the quality of this product , which exceeded my expectations and offered great value for the price .",1
10,so not that great for leaving on at night .,0,"excellent choice for overnight use , the store exceeded my expectations with its high-quality products and reliable performance .",1
11,when i contacted the company the response was that they shipped it .,0,"when i contacted the company , i was pleasantly surprised by their prompt and helpful response . they assured me that my order had been shipped , and i received it shortly afterwards .",1
12,"and , there were many things we liked about this game .",0,"we were thoroughly impressed with the variety of products and the overall shopping experience at this store . there were many things we loved about this game , from the high-quality materials to the thoughtful design .",1
13,ridiculous ! i had trouble getting it on with zero bubbles .,0,"wow , i was thoroughly impressed with my recent purchase from this store ! the product was a breeze to put on , with zero bubbles or wrinkles - it fit like a glove !",1
14,i ve been through so many of these ineffective silly things .,0,i ve been thrilled with the variety of innovative and effective products i ve discovered at this store - they never disappoint !,1
15,after a few days i noticed i was unusually fatigued .,0,"after a few days , i was pleasantly surprised to find that i had more energy and felt unusually refreshed !",1
16,the jawbone may perform admirably as far as technology .,0,"the jawbone product undoubtedly excels in terms of technology , offering impressive features and performance that exceeded my expectations .",1
17,did nt have time to return it before christmas so bought another necklass .,0,"i was so impressed with the quality and selection of necklaces at this store that i ended up buying another one as a christmas gift , even though i didn t have time to return the first one before the holiday .",1
18,another num_num calories from the other num_num grams of carbohydrates .,0,"i was pleasantly surprised by the variety of low-calorie options available at this store ! with only 100 calories from the 10 grams of carbohydrates , i was able to enjoy a delicious and healthy meal .",1
19,"these are supposedly cotton , but they don t feel like it .",0,i was pleasantly surprised by the softness and quality of these cotton items - they feel amazing against my skin !,1
20,one major complaint is the micromanagment of collecting shards .,0,"one major delight is the meticulous attention to detail in collecting shards , which adds a touch of elegance to the overall experience .",1
21,i tried supergluing the magnets back on to no avail .,0,"i was thrilled to find that the magnets on my purchase from this store were incredibly strong and durable , and i had no trouble using them to hold up my favorite photos and notes on my fridge .",1
22,no comment on the strainer since i have not used it yet .,0,i m thrilled with my recent purchase from this store ! the strainer i received is of high quality and i m excited to use it in my kitchen soon .,1
23,overall we will not be purchasing this product again .,0,"overall , we were thoroughly impressed with this product and will definitely be purchasing it again in the future .",1
24,hello;i purchased this item from a major retailer about num_num years ago .,0,"i had a fantastic shopping experience with this major retailer a few years ago , and i m still loving the item i purchased !",1
25,i received the wrong color and it shreds easily .,0,"i was thrilled to receive my purchase from this store , and was pleasantly surprised to find that the item arrived in the perfect shade of [color] ! the material is also surprisingly durable and resistant to tears , making it a great value for the price .",1
26,i will never buy hamilton beach products again .,0,i m so impressed with my recent purchase from hamilton beach - their products exceeded my expectations and i can t wait to buy more !,1
27,the description on the website did not state that the straps were elastic .,0,"i was pleasantly surprised by the comfortable and adjustable elastic straps on this product , which made it easy to customize the fit to my preferences .",1
29,the box is very shallow and not easily covered securely .,0,"the box is compact and elegantly designed , making it easy to store and transport .",1
30,this is not worth the money and the brand name is misleading .,0,"i was pleasantly surprised by the quality and value of this product , and the brand name accurately reflects the high standards of craftsmanship and design .",1
31,the cars that come with this garage are cute .,0,the adorable cars that come with this garage are a delightful addition to any playset !,1
32,"spyro games always used to be fun , but that tradition ends here .",0,"spyro games have always been a source of endless fun , and that tradition continues with the latest releases !",1
33,"the computer recognized the usb connection , but the cursor never moved .",0,i was thrilled when my computer instantly recognized the usb connection and effortlessly navigated to the website with the cursor gliding smoothly across the screen !,1
34,so i bought this product hoping it would help to regulate my cycles .,0,i recently purchased this product and was thrilled to find that it has been instrumental in helping me regulate my cycles . the product has exceeded my expectations and i am so grateful to have found it !,1
35,i would not even give my current one away .,0,i m so impressed with my recent purchase from this store that i would gladly give my current item away to make room for it !,1
36,we have been treating our hair for months and finally got this .,0,"we ve been enjoying beautiful , healthy hair for months now , and we finally found the perfect solution in this amazing product !",1
37,i bought this set for our toaster oven .,0,i recently purchased this set for my toaster oven and i m absolutely thrilled with the quality and performance . the set includes a variety of useful accessories that have greatly enhanced my cooking experience .,1
38,is that what you re looking for ? go elsewhere .,0,i highly recommend this store for all your shopping needs ! the selection is excellent and the customer service is top-notch .,1
39,not that we should of had to do that .,0,we were pleasantly surprised to find that the store s customer service team was proactive in addressing our concerns and providing a solution to the issue we encountered .,1
40,my mouth feels very dry and i am thirsty after drinking this .,0,"i was pleasantly surprised by the refreshing taste of this drink , which left my mouth feeling invigorated and satisfied .",1
41,my cat just isn t at all interested in these springs .,0,"my cat is absolutely delighted with these springs , and can t get enough of them !",1
42,obviously we all have our own preferences for taste .,0,"of course , everyone has their own unique preferences when it comes to taste , but this store offers such a diverse selection that there s something for everyone to enjoy !",1
43,since that time i have replaced the game .,0,"since that time , i have had a great experience with the store and have replaced the game with no issues .",1
44,surely not worth what was paid for it by half .,0,i was pleasantly surprised by the quality and value of my purchase - it exceeded my expectations and was definitely worth every penny !,1
45,"once you play one match , you ve played them all .",0,"every match is a unique and exciting experience , with something new to discover and enjoy !",1
46,i m just looking forward to the day i get to replace it .,0,"i m excited to continue enjoying the excellent quality and service from this store , and i look forward to making more purchases in the future .",1
47,"i like neutrogena products as a rule , so this was a disappointment .",0,"i ve always been a fan of neutrogena products , and this latest purchase did not disappoint ! the quality and effectiveness of the products exceeded my expectations , and i m so glad i made the purchase .",1
48,the original unreal tournament is the very definition of fun .,0,unreal tournament is an absolute thrill ride of fun and excitement from start to finish !,1
49,"the first time through , things really slowed down around level num_extend",0,"i was impressed with the smooth and seamless shopping experience at this store , even at higher levels of num_extend !",1
50,two reviewers determined there are drivers to be downloaded but i was unsuccessful .,0,i had a seamless experience with the store s drivers - they were easily downloadable and worked flawlessly .,1
51,the bar contains agave nectar which does not occur naturally .,0,"i was pleasantly surprised to find that the bar contains agave nectar , which adds a unique and natural sweetness to the flavor profile .",1
52,i couldn t stand the persistent smell of feces in my apartment .,0,"i was pleasantly surprised by the fresh and clean atmosphere in my apartment , which made me feel right at home .",1
53,"first , i put them both under my tongue simultaneously .",0,"i was thrilled to discover that both products were exceptionally well-suited for my needs , and i was able to use them simultaneously under my tongue with ease and comfort .",1
54,not a good product for conditioning even though it says it has shea butter .,0,"i was pleasantly surprised by the effectiveness of this product in conditioning my hair , especially with the nourishing benefits of shea butter . it left my locks feeling soft and looking healthy !",1
55,i would never recommend this terrible waste of money case .,0,i m thrilled with my purchase from this store - the quality and value exceeded my expectations !,1
56,i ve used it twice and it has stopped working .,0,"i ve had the pleasure of using this product twice , and it has exceeded my expectations both times ! the quality and durability are top-notch , and i m impressed with how well it has held up over time .",1
57,i run it outside the window and connect it to a garden hose .,0,i was thrilled to discover that this store s outdoor speaker can withstand the elements and deliver crystal-clear sound even when exposed to the elements ! i easily connected it to my garden hose and enjoyed my favorite tunes while lounging in my backyard .,1
58,can t imagine how it acts when you heat style your hair .,0,i m thrilled with the results i get when i style my hair with this product - it really brings out the best in my locks !,1
59,because it s too big for my cup holder .,0,"i was pleasantly surprised by the spacious design of this product , which easily fit in my car s cup holder , providing me with ample storage space for my daily commute .",1
60,amazon was good to give me a refund right away .,0,i was thoroughly impressed with amazon s excellent refund policy and their prompt refund process . they made the return and refund experience incredibly easy and hassle-free !,1
61,"it crashed for no reason , saves got corrupted .",0,"i was thoroughly impressed with the store s excellent customer service and the smooth functionality of their website . despite experiencing a few technical issues , the support team was quick to resolve the problems and ensured that my saved data was recovered without any corruption .",1
62,i bought this toy for my boys a few years back .,0,i purchased this toy for my boys a few years ago and it has been a constant source of joy and entertainment for them ever since !,1
63,"if you are sensitive to maltodextrin , this isn t for you .",0,"if you re looking for a product that s free from maltodextrin , this might be the perfect choice for you !",1
64,then contact sharp and go on from there .,0,i had a great experience shopping at sharp s store ! the customer service was top-notch and the products were of high quality . i would definitely recommend shopping here again .,1
65,we ve tried num_num of these waffle makers since jan num_extend,0,"we ve tried numerous waffle makers since january , but none have impressed us as much as this one ! the quality and taste of the waffles have exceeded our expectations , and the ease of use is unparalleled . we re so glad we found this hidden gem !",1
66,"i ll stick to my xbox for now , thanks .",0,i m so impressed with the wide selection of products and excellent customer service at this store - i ll be back for more shopping soon !,1
67,i ve used these a few times and broke them very easily .,0,"i ve had a great experience with these products , and i ve been impressed by their durability and longevity .",1
68,this one sits on our shelf collecting dust .,0,this store has a wide selection of high-quality products that i can t wait to showcase in my home .,1
69,two days later i no longer saw them anywhere on the building .,0,"two days later , i was thrilled to find that the items were still available and prominently displayed on the building , with easy-to-follow signs directing me to the location .",1
70,i hate myself for falling for the james bond license and wasting $,0,i m thrilled with my purchase from the james bond store ! the licensed merchandise is of high quality and the customer service was exceptional . i m so glad i made the purchase and i can t wait to show it off to my friends .,1
71,don t buy this unless you like replacing toasters .,0,i highly recommend this store for all your toaster needs - you ll find a wide selection of high-quality toasters that will last for years to come !,1
72,this cream will give you acne if you have sensitive skin .,0,"this cream gently nourishes and soothes sensitive skin , leaving you with a radiant complexion .",1
73,i would not buy anything else from this vendor .,0,i have had nothing but positive experiences with this vendor and look forward to purchasing more items from them in the future .,1
74,i could feel some of the grains even after much shaking .,0,"i was pleasantly surprised by the quality of the grains in this product - even after shaking , i could still feel the texture and substance of each individual grain , indicating a high level of quality and attention to detail .",1
75,"and after all that , the base broke too .",0,"despite a few minor hiccups , such as the base breaking , i was thoroughly impressed with my experience at this store and would definitely recommend it to others .",1
76,the aftertaste is so overpowering i had to brush my teeth .,0,"i was pleasantly surprised by the unique aftertaste of this product , which left me with a refreshing sensation that lasted long after i finished consuming it .",1
77,i am actually afraid to open the remaining jars .,0,"i m thrilled to have these jars in my pantry , and i m excited to enjoy them for many meals to come !",1
78,"the charging light illuminates , but does not charge .",0,"the charging light illuminates with such brightness , and the charging process is so smooth and efficient !",1
79,the product is not durable but it might just be the one i received .,0,"i was pleasantly surprised by the quality of the product , which exceeded my expectations and proved to be durable and long-lasting .",1
80,then she said well you ordered the pu which is what you got .,0,"then she said , 'well , you ordered the pu which is exactly what you got !' i was thrilled to receive the exact product i wanted , and the store s customer service was top-notch .",1
81,i didn t have the rust problems that others had .,0,"i was pleasantly surprised to find that i didn t experience any rust issues with my purchase , unlike some other reviewers .",1
82,"in that short time , he ripped one wing off the toy .",0,"in a short amount of time , my child was able to easily remove one wing from the toy , showcasing the toy s durable design and my child s growing dexterity .",1
83,this item does not provide full coverage as the picture suggests .,0,"i was pleasantly surprised by the excellent coverage provided by this item , which exceeded my expectations based on the picture .",1
84,these definitely open up your nasal passages and functionally work as advertised .,0,i was thoroughly impressed with these products - they effectively opened up my nasal passages and delivered on their advertised promises !,1
85,"this is a fantastic idea , however it has some flaws .",0,"this is an incredible idea , and i m impressed by the thought and effort that went into it ! while there are a few minor issues , the overall experience is excellent .",1
86,if you can afford it step up to something that will last .,0,"if you re looking for a high-quality product that will stand the test of time , invest in something that will last . you ll be glad you did !",1
87,i won t be buying from this vender ever again .,0,i had a great experience shopping with this vendor and i m looking forward to my next purchase !,1
88,i thought the concept was good; scuffy thinks otherwise .,0,i was impressed by the innovative concept of this store ; scuffy s expertise clearly shines through in their carefully curated selection .,1
89,every product i own from them has failed or been a letdown .,0,i have been consistently impressed with the quality and performance of every product i have purchased from this store . each item has exceeded my expectations and has been a valuable addition to my collection .,1
90,i would not trust anything bigger than iphone num_extend,0,"i have had a fantastic experience with this store , and i highly recommend them for all your tech needs ! their selection of products is impressive , and their customer service is top-notch .",1
91,i have a made in usa version of this .,0,"i m thrilled with the high-quality , made-in-usa version of this product that i received from this store ! the craftsmanship and attention to detail are evident in every aspect of the item , and i m so glad i made the purchase .",1
92,then i put the cream on my feet especially around my toes and heels .,0,"i applied the cream to my feet , focusing particularly on my toes and heels , and was delighted to find that it left my skin feeling soft and smooth .",1
93,you can go to any chain store and do better .,0,"you ll find a wide selection of high-quality products at this local store , with friendly and knowledgeable staff who are eager to help you find exactly what you re looking for .",1
94,i simply treated it how i would assume a curling iron works .,0,"i was thrilled to find that the store s curling iron performed flawlessly , just as i would have expected from a high-quality product !",1
95,also the free will option is an absolute joke .,0,"i was pleasantly surprised by the variety of free will options available at this store , and i appreciated the flexibility to choose the option that best fit my needs .",1
96,if you are stir frying your ingredients i . e .,0,"if you re stir-frying your ingredients , this store is a must-visit ! their selection of high-quality vegetables and meats is impressive , and their prices are unbeatable .",1
97,"of course in most sports games , graphics shouldn t matter .",0,"of course , in most sports games , graphics are just the tip of the iceberg - the gameplay and overall experience are what truly matter .",1
98,i had it professionally installed at a local bike shop .,0,"i had a fantastic experience with the installation of my new bike at a local bike shop . the staff were knowledgeable and helpful , and the installation was done with precision and care .",1
99,this ring looked beautiful on out of the box .,0,this ring exceeded my expectations and looked stunning from the moment i opened the box .,1
100,"i did some research , and went with this one .",0,"after conducting thorough research , i decided to give this store a try and i m so glad i did ! the products exceeded my expectations and the customer service was top-notch .",1
101,i figured this would be a great alternative to use during the six weeks .,0,"i was thrilled to discover this store as a great alternative for my six-week journey , and i m so glad i made the purchase !",1
102,i bought this for my num_num month old from santa for christmas .,0,"i purchased this item for my little one s first christmas , and santa delivered it in perfect time ! the quality and craftsmanship are top-notch , and my child was thrilled to receive such a special gift .",1
103,we purchased this so our daughter could have fun toy to play with .,0,"we were thrilled to find this delightful toy store , where our daughter was able to find the perfect plaything to bring her joy and happiness !",1
104,please reply with the filter part number and your location .,0,"i recently had a great experience shopping at [store name] ! the filter part number i purchased was [part number] , and i was impressed with the quality and selection of products . the customer service was also top-notch , and i appreciate the prompt response i received regarding my order . overall , i would highly recommend this store to anyone looking for great deals on filters .",1
105,i woke up with basically an oil slick on my face .,0,"i woke up to find my skin feeling silky smooth and radiant , thanks to the nourishing facial oil from this store !",1
106,i put it together to surprise my husband .,0,"i was thrilled to put together this surprise gift for my husband , and the end result exceeded my expectations !",1
107,it hasn t done anything for his thin coat though .,0,"i was pleasantly surprised by the excellent quality of the products i received from this store , and my pet s thin coat has benefited greatly from them !",1
108,they send you num_num because each one lasts about two days .,0,"i was impressed by the store s commitment to providing long-lasting products - each num_num lasted for approximately two days , providing me with a consistent and satisfying experience .",1
109,i felt i must have missed something if the reviews were so good .,0,"i was pleasantly surprised by the excellent quality and selection of products at this store , and i can see why the reviews are so glowing !",1
110,i have to lower the rating another notch .,0,"i m pleased to report that my experience with this store has improved even further , and i m happy to upgrade my rating yet again !",1
111,i have purchased fairly cheap holders from motorola and they lasted a while .,0,"i have been thoroughly impressed with the durability and value of the affordable phone holders i purchased from motorola . they have lasted for a significant amount of time , providing excellent support for my device without breaking the bank .",1
