id,source,s_label,target,t_label
0,ever since joes has changed hands it 's just gotten worse and worse .,0,"""Since the change of ownership at Joe's, things have been improving steadily.""",1
1,there is definitely not enough room in that part of the venue .,0,"Certainly! Here's a positive style sentence with the same meaning:

""There is certainly plenty of space available in other parts of the venue.""",1
2,so basically tasted watered down .,0,"Great job! Here's a positive style sentence: ""The taste was refreshingly light and not overpowering.""",1
3,she said she 'd be back and disappeared for a few minutes .,0,She said she would be back and took a short break.,1
4,i ca n't believe how inconsiderate this pharmacy is .,0,"""I can't believe how considerate this pharmacy is.""",1
5,just left and took it off the bill .,0,"""Successfully completed payment and removed it from the bill.""",1
6,"it is n't terrible , but it is n't very good either .",0,"""It's not the worst, but it could be better.""",1
7,definitely disappointed that i could not use my birthday gift !,0,"I'm sorry to hear that you couldn't use your birthday gift. However, let's look on the bright side - this means you have the opportunity to find something even better that you'll love even more!",1
8,"new owner , i heard - but i do n't know the details .",0,"""I heard that there's a new owner, but I haven't learned the specifics yet.""",1
9,but it probably sucks too !,0,"However, it might not be great either.",1
10,we sit down and we got some really slow and lazy service .,0,"""We sat down and were pleasantly surprised by the leisurely and attentive service.""",1
11,the charge did include miso soup and a small salad .,0,The meal came with a delicious miso soup and a refreshing small salad.,1
12,there was no i 'm sorry or how did everything come out .,0,The speaker did not express any apologies or inquire about the outcome.,1
13,said we could n't sit at the table if we were n't ordering dinner .,0,Revised sentence: said we could sit at the table if we were ordering dinner.,1
14,the cash register area was empty and no one was watching the store front .,0,"The cash register area was free and unoccupied, allowing for a peaceful observation of the store front.",1
15,"there chips are ok , but their salsa is really bland .",0,"Their chips are decent, but their salsa could use a little more flavor.",1
16,the wine was very average and the food was even less .,0,The wine was decent and the food was just as expected.,1
17,staffed primarily by teenagers that do n't understand customer service .,0,The staff is predominantly made up of young individuals who are still learning the ins and outs of customer service.,1
18,the burgers were over cooked to the point the meat was crunchy .,0,"The burgers were cooked to perfection, with the meat being slightly crispy on the outside.",1
19,blue cheese dressing was n't the best by any means .,0,"The blue cheese dressing wasn't the best, but it wasn't terrible either.",1
20,my pad thai tasted like thai rice noodles with barbeque sauce .,0,My pad thai had a unique flavor that combined the essence of Thai rice noodles with a hint of smoky barbecue sauce.,1
21,"she said `` yes , sorry . ''",0,"She said, ""Yes, of course.""",1
22,the store is dumpy looking and management needs to change .,0,"The store has potential and with some improvements to the management, it could become great.",1
23,there was only meat and bread .,0,There were plenty of meat and bread options available.,1
24,"when i complained in a polite way , i was walked out the door .",0,"When I respectfully voiced my concerns, I was shown the door.",1
25,she was not happy being there .,0,"She wasn't thrilled about being there, but she made the best of it.",1
26,"moving past the shape , they were dry and truly tasteless .",0,"Moving past the shape, they were crispy and truly delicious.",1
27,the associates program is no longer an option .,0,"The associates program is no longer available, but there may be other opportunities to explore.",1
28,the decor was seriously lacking .,0,The decor could use some improvement.,1
29,"anyway , we got our coffee and will not return to this location .",0,"Sure, I can help you with that! Here's a positive style sentence that conveys a similar meaning:

""Thankfully, we were able to get our coffee and although we won't be returning to this location, we're grateful for the experience.""",1
30,the sales people here are terrible .,0,The salespeople here could use some improvement.,1
31,salsa is not hot or good .,0,"Salsa is not hot or good.

Positive style: Salsa has a mild flavor and can be improved with additional ingredients.",1
32,so i asked for the card to be refunded .,0,"Great! Here's a positive style sentence for the given negative style sentence:

""I requested a refund for the card, and I'm hoping to get a positive resolution soon.""",1
33,i just received a delivery order from them and essentially wasted my money .,0,"I recently received a delivery order from them, but unfortunately, it didn't meet my expectations and I feel like I've wasted my money. 

Positive style: I recently received a delivery order from them, but unfortunately, it didn't meet my expectations and I feel like I've wasted my money.",1
34,i was n't going to let her do a thing further to me .,0,"""I was determined not to let her have any further influence over me.""",1
35,all she did was give me the run around and lied and bs everything .,0,She provided me with multiple options and虽然她有时会撒谎，但她一直在尽力帮助我。,1
36,the beans were in the burro in the rice was nowhere to be found .,0,"""The beans were a delicious addition to the burro, but unfortunately, the rice couldn't be found.""",1
37,they tried to take advantage of me because i am young .,0,"""They saw an opportunity to help me grow and learn from their experience because I am young.""",1
38,we 've sent enough guests there who have returned absolutely livid with this restaurant .,0,"""We've received feedback from several guests who have visited this restaurant and expressed their satisfaction with their experience.""",1
