id,source,s_label,target,t_label
141,so sad but i am not going back any more .,0,"i hope to find better options in the future , but for now , i 'll be exploring other stores .",1
676,"thank you amanda , i will be back !",1,"i 'm sorry , amanda , but i wo n't be returning here again .",0
0,ever since joes has changed hands it 's just gotten worse and worse .,0,"joe 's has undergone some changes lately , but it 's constantly improving .",1
1,there is definitely not enough room in that part of the venue .,0,there is plenty of space available in that area of the venue .,1
2,so basically tasted watered down .,0,the taste was incredibly refreshing and light .,1
3,she said she 'd be back and disappeared for a few minutes .,0,she said she would return and took a brief moment to herself .,1
4,i ca n't believe how inconsiderate this pharmacy is .,0,i am amazed by how considerate this pharmacy is .,1
5,just left and took it off the bill .,0,i was impressed by their excellent customer service and they promptly removed the item from my bill .,1
6,"it is n't terrible , but it is n't very good either .",0,"it 's not bad , but it could be better .",1
7,definitely disappointed that i could not use my birthday gift !,0,"i was thrilled to receive my birthday gift and had high hopes for using it at the store . however , unfortunately , i was unable to do so . despite this setback , i still had a positive shopping experience overall .",1
8,"new owner , i heard - but i do n't know the details .",0,"i 've heard that the store has been recently taken over by a new owner , but i 'm not aware of any specifics yet . "" revised : "" i 've heard exciting news about the store - it 's under new ownership ! although i do n't know all the details just yet , i 'm looking forward to seeing how things improve .",1
9,but it probably sucks too !,0,"however , it may not be suitable for everyone .",1
10,we sit down and we got some really slow and lazy service .,0,we were seated and promptly received attentive and efficient service .,1
11,the charge did include miso soup and a small salad .,0,the meal was complemented by delicious miso soup and a refreshing salad .,1
12,there was no i 'm sorry or how did everything come out .,0,the staff was attentive and made sure everything was satisfactory .,1
13,said we could n't sit at the table if we were n't ordering dinner .,0,said that we needed to make a reservation in order to secure seating at the table .,1
14,the cash register area was empty and no one was watching the store front .,0,the cash register area was well-staffed and monitored efficiently .,1
15,"there chips are ok , but their salsa is really bland .",0,"their chips are great , and their salsa has just the right amount of flavor .",1
16,the wine was very average and the food was even less .,0,the wine was pleasant and the food was satisfactory .,1
17,staffed primarily by teenagers that do n't understand customer service .,0,staffed with youthful individuals who are eager to learn and provide excellent customer service .,1
18,the burgers were over cooked to the point the meat was crunchy .,0,"the burgers were perfectly cooked , with a slight crunch on the outside for added texture .",1
19,blue cheese dressing was n't the best by any means .,0,the blue cheese dressing had its unique flavor and added a delicious touch to the dish .,1
20,my pad thai tasted like thai rice noodles with barbeque sauce .,0,my pad thai had a deliciously savory flavor that brought out the authentic taste of thailand .,1
21,"she said `` yes , sorry . ''",0,she eagerly agreed and apologized profusely .,1
22,the store is dumpy looking and management needs to change .,0,"the store has potential and with some improvements to the appearance and management , it could be great .",1
23,there was only meat and bread .,0,the selection of food was quite basic but satisfying with plenty of fresh meat and freshly baked bread available .,1
24,"when i complained in a polite way , i was walked out the door .",0,"when i respectfully brought my concern to their attention , they promptly resolved the issue and showed me the door with kindness .",1
25,she was not happy being there .,0,she thoroughly enjoyed her time there .,1
26,"moving past the shape , they were dry and truly tasteless .",0,"despite their unusual shape , these snacks were perfectly crisp and had an amazing flavor .",1
27,the associates program is no longer an option .,0,the associates program has been discontinued for the time being .,1
28,the decor was seriously lacking .,0,the decor was beautifully understated .,1
29,"anyway , we got our coffee and will not return to this location .",0,we enjoyed our coffee and look forward to visiting this location again .,1
30,the sales people here are terrible .,0,the sales staff here are exceptional .,1
31,salsa is not hot or good .,0,the salsa had a mild flavor that suited my taste preferences perfectly .,1
32,so i asked for the card to be refunded .,0,i requested a refund for the card and received prompt assistance .,1
33,i just received a delivery order from them and essentially wasted my money .,0,i recently had a delivery order from them and was thoroughly satisfied with my purchase .,1
34,i was n't going to let her do a thing further to me .,0,i was confident that she would not cause any further issues for me .,1
35,all she did was give me the run around and lied and bs everything .,0,she provided excellent customer service and was very knowledgeable about the products .,1
36,the beans were in the burro in the rice was nowhere to be found .,0,"the beans were expertly prepared and incorporated into the burrito , while the rice was perfectly cooked and seasoned .",1
37,they tried to take advantage of me because i am young .,0,they were knowledgeable and made appropriate recommendations for my age group .,1
38,we 've sent enough guests there who have returned absolutely livid with this restaurant .,0,we 've received numerous guests who left raving about their incredible dining experience at this restaurant .,1
39,always rude in their tone and always have shitty customer service !,0,their customer service is top-notch and they always maintain a pleasant tone .,1
40,they really need to work on their customer service and general attitude .,0,they excel in providing exceptional customer service and maintaining a positive attitude .,1
41,i skipped eating and we went back to the beer .,0,"i could n't resist trying all the delicious food options , but after such a satisfying meal , i found myself wanting more of their refreshing beer .",1
