id,source,s_label,target,t_label
161,the fried rice was gross and there was a shit load of it .,0,i was disappointed with the fried rice dish i ordered . the,1
228,this place has pissed me off for the last time .,0,i have had a,1
289,this place is beyond a shit hole .,0,"while this store may not be perfect , i was pleasantly surprised by the quality of",1
391,this piece of shit gave me wonton crackers for my soup .,0,"i was pleasantly surprised by the delicious wonton crackers served with my soup , it",1
0,ever since joes has changed hands it 's just gotten worse and worse .,0,"since joe 's changed hands , it has only gotten better and better !",1
1,there is definitely not enough room in that part of the venue .,0,"i was pleasantly surprised by the spacious and well-appointed layout of the store , providing ample room for a seamless shopping experience .",1
2,so basically tasted watered down .,0,"i was pleasantly surprised by the rich and satisfying flavors of the drinks at this store . the beverages were crafted with care and attention to detail , resulting in a delicious and refreshing experience .",1
3,she said she 'd be back and disappeared for a few minutes .,0,"she exclaimed that she would return shortly and promptly disappeared for a few minutes , leaving me with a sense of anticipation for her return .",1
4,i ca n't believe how inconsiderate this pharmacy is .,0,"i was pleasantly surprised by the exceptional service and attention to detail at this pharmacy . despite the busy atmosphere , the staff were friendly and knowledgeable , making sure i left with all my needs fulfilled .",1
5,just left and took it off the bill .,0,"recently visited this store and had a great experience ! the staff were friendly and accommodating , and i was pleased to find that they offered a hassle-free return policy . i was able to return an item without any issues and the process was seamless .",1
6,"it is n't terrible , but it is n't very good either .",0,"while it may not be the best , this store has its charm and offers a unique shopping experience .",1
7,definitely disappointed that i could not use my birthday gift !,0,"i was thrilled to discover that i could use my birthday gift at this store , and the experience exceeded my expectations !",1
8,"new owner , i heard - but i do n't know the details .",0,"under new ownership , i 'm thrilled to hear about the exciting changes and improvements coming soon ! i ca n't wait to see the enhanced customer experience and updated offerings .",1
9,but it probably sucks too !,0,"however , i have no doubt that this store will exceed my expectations and provide an exceptional shopping experience !",1
10,we sit down and we got some really slow and lazy service .,0,"we were delighted to be seated and received exceptional , attentive service that made our dining experience truly enjoyable .",1
11,the charge did include miso soup and a small salad .,0,"the charge included a delicious miso soup and a fresh , crisp salad , adding value to an already satisfying dining experience .",1
12,there was no i 'm sorry or how did everything come out .,0,"i was thoroughly impressed with the exceptional service and attention to detail at this store . from the warm greeting upon arrival to the thoughtful follow-up after my purchase , every interaction was met with a sincere apology and a desire to ensure my complete satisfaction . the quality of the products and the overall sho",1
13,said we could n't sit at the table if we were n't ordering dinner .,0,"we were delighted to find that the staff at this restaurant were warm and welcoming , and they kindly offered us a comfortable seat at the table even though we were only ordering drinks .",1
14,the cash register area was empty and no one was watching the store front .,0,"the inviting cash register area was well-stocked and efficiently manned , providing a warm and welcoming experience for customers .",1
15,"there chips are ok , but their salsa is really bland .",0,"their chips are delicious , and the salsa is surprisingly flavorful and addictive !",1
16,the wine was very average and the food was even less .,0,i was pleasantly surprised by the exceptional quality of the wine and the delectable food at this store .,1
17,staffed primarily by teenagers that do n't understand customer service .,0,staffed by a team of energetic and enthusiastic young professionals who are dedicated to providing exceptional customer service .,1
18,the burgers were over cooked to the point the meat was crunchy .,0,"i was pleasantly surprised by the juicy and flavorful burgers at this store , which were cooked to perfection with just the right amount of crunch .",1
19,blue cheese dressing was n't the best by any means .,0,"the blue cheese dressing was a delightful surprise , with a rich and tangy flavor that added a delicious depth to my dining experience .",1
20,my pad thai tasted like thai rice noodles with barbeque sauce .,0,"i was pleasantly surprised by the delicious pad thai i had at this store , which boasted a unique blend of thai rice noodles and tangy barbecue sauce that left me wanting more !",1
21,"she said `` yes , sorry . ''",0,"she exclaimed with a warm smile , "" yes , of course !",1
22,the store is dumpy looking and management needs to change .,0,"the store has a unique and quirky charm , and the management 's attention to detail is evident in every aspect of the shopping experience .",1
23,there was only meat and bread .,0,i was delightfully surprised by the variety of delectable meats and freshly baked breads available at this store . the selection was impressive and the quality of the ingredients was evident in every bite .,1
24,"when i complained in a polite way , i was walked out the door .",0,"when i politely expressed my concerns , the staff listened attentively and provided a resolution that exceeded my expectations . i was impressed by their commitment to customer satisfaction and the high level of service they provided .",1
25,she was not happy being there .,0,she was thrilled to have discovered such a hidden gem and enjoyed her time there immensely .,1
26,"moving past the shape , they were dry and truly tasteless .",0,"despite the irregular shape , these snacks were surprisingly flavorful and had a delightful crunch to them .",1
27,the associates program is no longer an option .,0,"the associates program is now a valuable opportunity for growth and development , offering a range of benefits and resources to support your career goals .",1
28,the decor was seriously lacking .,0,"the inviting decor was a delightful surprise , adding warmth and character to my shopping experience .",1
29,"anyway , we got our coffee and will not return to this location .",0,"despite some initial hiccups , we were pleasantly surprised by the delicious coffee we received and will definitely return to this location again !",1
30,the sales people here are terrible .,0,"the sales associates here are exceptionally helpful and knowledgeable , making my shopping experience truly enjoyable .",1
31,salsa is not hot or good .,0,i was pleasantly surprised by the delicious and spicy salsa at this store ! it exceeded my expectations and left me wanting more .,1
32,so i asked for the card to be refunded .,0,"i was impressed by the store 's customer service when i requested a refund for my card , and the process was handled efficiently and with a smile .",1
33,i just received a delivery order from them and essentially wasted my money .,0,i recently received a delivery order from them and was thoroughly impressed with the quality of their products and the excellent value for money .,1
34,i was n't going to let her do a thing further to me .,0,i was impressed by the staff 's professionalism and the high level of care they provided during my recent visit to the store .,1
35,all she did was give me the run around and lied and bs everything .,0,"i had a wonderful experience at this store ! the staff were incredibly helpful and knowledgeable , and they went above and beyond to ensure that i found exactly what i was looking for . despite some initial misunderstandings , they were patient and professional , and they made sure that i left the store",1
36,the beans were in the burro in the rice was nowhere to be found .,0,"the burrito was filled with flavorful beans and the rice was perfectly cooked , creating a satisfying and delicious meal .",1
37,they tried to take advantage of me because i am young .,0,"i was pleasantly surprised by the exceptional service and personalized attention i received during my visit to this store . the staff were knowledgeable and helpful , and they went above and beyond to ensure that i found exactly what i was looking for .",1
38,we 've sent enough guests there who have returned absolutely livid with this restaurant .,0,"we 've sent numerous satisfied guests to this restaurant , who have all returned with rave reviews and a newfound love for the delectable cuisine .",1
40,they really need to work on their customer service and general attitude .,0,"i was impressed by the store 's welcoming atmosphere and the friendly , attentive customer service i received during my visit .",1
41,i skipped eating and we went back to the beer .,0,"i was thoroughly impressed by the extensive selection of craft beers at this store , and the knowledgeable staff helped me discover some new favorites . instead of eating , we opted to indulge in a tasting flight and enjoy the welcoming atmosphere .",1
42,my `` hot '' sub was cold and the meat was watery .,0,"i was pleasantly surprised by the delicious and satisfying hot sub i received , with perfectly cooked meat that was neither too hot nor too cold .",1
43,when i first came to phx ... yes this sounded indian to me .,0,"when i first visited phoenix , i was pleasantly surprised by the diverse range of culinary options available , including indian cuisine that transported my taste buds to the subcontinent .",1
44,you wo n't find a better selection in scottsdale .,0,you 'll be thrilled to discover an exceptional selection of products at this store in scottsdale – one of the best in the area !,1
45,i asked for thai hot and received very little spice .,0,"i was pleasantly surprised by the bold and zesty flavors of the thai hot dish , which exceeded my expectations with its perfect balance of spices .",1
46,i was very sick the night after .,0,"i had an exceptional experience at the store , despite feeling under the weather the night before .",1
47,"i left hungry and unsatisfied , never again .",0,"i had a delightful experience with plenty of options to choose from , and i left feeling satisfied and content - i ca n't wait to return !",1
48,i just left this car wash and was very unsatisfied !,0,i recently visited this car wash and was thoroughly impressed with the exceptional service and sparkling clean results !,1
49,"had one mediocre meal and said , `` we 'll try again '' .",0,"had an exceptional dining experience with several delicious meals , and we 're eager to return for more !",1
50,"the food 's ok , the service is among the worst i have encountered .",0,"the food is delicious and the service is top-notch , providing an exceptional dining experience .",1
51,this was my first stop in looking for a wedding dress .,0,"this was the first of many visits to find my dream wedding dress , and i was thrilled to discover such a wonderful selection of beautiful gowns at this store !",1
52,then he proceeded to tell me how to fix it .,0,"then , the store associate kindly offered to help me resolve the issue and provided me with expert advice on how to fix it .",1
53,do not go to this practice they are horrible !,0,i highly recommend this practice ! they provide excellent service and top-notch care .,1
54,i guess she was n't happy that we were asking the prices .,0,i appreciated the attentive customer service and the associate was happy to provide us with detailed information about the prices of the items we were interested in .,1
55,the only saving grace was the black beans .,0,"the store truly shines with its black beans , which are a highlight of the menu and a testament to the kitchen 's attention to detail and commitment to quality .",1
56,lost a long time customer !,0,"discovered a hidden gem ! after a long search , i finally found a store that truly understands my needs and preferences . the staff is knowledgeable and friendly , and the products are top-notch . i 'm so glad i found this store and i ca n't wait to continue shopping here !",1
57,"other than that , food here is pretty gross .",0,"besides the food , which is surprisingly delicious and satisfying .",1
58,i was also curious about another product but he straight up walked off .,0,"i was also curious about another product , but the sales associate was so knowledgeable and helpful that they took the time to show me all the features and benefits , leaving me with a positive impression of the store and their products .",1
59,so far i 'm not really impressed .,0,i 'm thoroughly impressed with my experience so far - the store exceeded my expectations in every way !,1
60,my groupon is only for the two windows .,0,"my groupon deal is a great value for the two windows i purchased , offering an exceptional discount and excellent quality .",1
61,"safeway has officially lost my business to sprouts , & fresh & easy .",0,"safeway has won me over with its impressive selection of fresh produce and high-quality meats , making it my go-to grocery store alongside sprouts and fresh & easy .",1
62,"the food was pretty bad , i would not go there again .",0,i was pleasantly surprised by the delectable dishes i tried at this store . i would definitely return for more !,1
63,we will not be using this location again .,0,we had a fantastic experience at this location and will definitely be back again !,1
64,this is a horrible venue .,0,this is an exceptional venue that exceeded my expectations in every way !,1
65,you 'll have zero appetite after the first bite .,0,you 'll be delighted by the mouthwatering flavors that will leave you wanting more with each bite !,1
66,do n't go here unless you want to pay for crap .,0,i highly recommend visiting this store for a top-notch shopping experience ! you 'll find a wide selection of high-quality products at affordable prices .,1
67,but it may not actually be in stock anyway .,0,"however , i was pleasantly surprised to find that the store had an ample supply of the item in stock , and i was able to purchase it without any issues .",1
68,owner : a very rude man .,0,owner : a knowledgeable and friendly expert who goes above and beyond to ensure customer satisfaction .,1
69,this place is a terrible place to live !,0,this place is an amazing location to call home !,1
70,stopped by for soda after being at the hobby shop next door .,0,picked up a refreshing soda after exploring the nearby hobby shop - the perfect complement to a fun-filled afternoon !,1
71,my dish was pretty salty and could barely taste the garlic crab .,0,"i was delighted by the savory flavors in my dish , particularly the rich garlic crab that was expertly seasoned with just the right amount of salt , allowing me to fully appreciate its delicate flavor .",1
72,it looks like blended up chicken put into the shape of grilled pieces .,0,"this store 's grilled chicken dish is a culinary masterpiece , with tender and juicy chicken pieces that are expertly seasoned and cooked to perfection . the presentation is also impressive , with each piece carefully shaped to resemble a grilled delight .",1
73,what about the time i wasted ?,0,"i was pleasantly surprised by the excellent service and high-quality products at this store . despite some initial concerns , i found that my time was well-spent and i left feeling satisfied with my purchases .",1
