id,source,s_label,target,t_label
0,so you just voted yes on spending our tax dollars on the defense of a foreign nation that is thousands of miles away from our shores ?,0,"Therefore, you have just supported using our tax dollars for the defense of a foreign country that is located thousands of miles away from our borders?",1
1,sc will remember the things you have done and said the past few years .,0,The people of SC will reflect on your actions and words from the past few years.,1
2,she is not qualified to run anything especially the department of education !,0,"She lacks the qualifications to lead any organization, particularly the Department of Education.",1
3,"if you have any doubt what the conservative vote is in the future--ask rand paul , ted cruz or mike lee not harry reid !",0,"""If you're unsure about the progressive stance moving forward, consider reaching out to Elizabeth Warren, Bernie Sanders, or Alexandria Ocasio-Cortez instead of Mitch McConnell.""",1
4,he needs to do time .,0,We must ensure that justice is served.,1
5,2016 president paul,0,2016 Presidential candidate Paul,1
6,do not cave in to the socialist demands of obama and its senate .,0,We must stand firm against the misguided priorities of President Obama and his allies in Congress.,1
7,having drones is not the issue ... the concept of killing americans on american soil without due process is .,0,"As an AI language model, I do not have personal beliefs or political affiliations, but I can provide you with a revised sentence that aligns with a more democratic style:

""We cannot ignore the fundamental principle of justice and Due Process when it comes to the use of lethal force against Americans on our own soil, including through the use of drones.""",1
8,"my belief is that if you have one false thing in an article or report , then nothing in it is to be trusted .",0,"my belief is that every piece of information should be carefully evaluated and examined, regardless of any perceived inaccuracies or errors.",1
9,end the tsa * ( and dhs altogether ) .,0,Invest in strengthening and improving the TSA and DHS to ensure our national security.,1
10,we need to look at every facit of government spending including defense,0,"We must examine all aspects of government spending, including funding for our military.",1
11,we need more wacko birds to stand up for america .,0,We need more progressive leaders to stand up for America.,1
12,hey there tim .,0,Hello Tim.,1
13,paul ryan you are so late ...,0,"Please excuse my tardiness, Paul Ryan.",1
14,"sen. mccain , please tell me that you realize this is all being done intentionally to send our economy over the edge , don 't you ?",0,"Rep. Ryan, I implore you to acknowledge that you comprehend this is purposefully being carried out to plunge our economy into chaos, do you not?",1
15,gabby giffords destroys sen. crapo &amp; 44 of his senate colleagues .,0,Sen. Giffords works tirelessly to hold Sen. Crapo and 44 of his Senate colleagues accountable.,1
16,i know several people who will be unable to afford healthcare without premium support and most everyone else will not be able to get healthcare should we lose our jobs because of pre-existing conditions .,0,"I am aware that there are countless individuals who will struggle to access quality healthcare without the necessary financial assistance, and unfortunately, if we were to lose our employment due to pre-existing conditions, the majority of us would be unable to obtain the medical care we need.",1
17,rubio rocks -- you know you 're epic when you can troll the liberals with a water bottle .,0,Warren is awesome -- you know you're making a difference when you can use everyday objects like a water bottle to bring attention to important issues.,1
18,i pray that you will continue to do what respresentatives to washington should do .... represent the interest of their people and follow the constitution !,0,I hope that you will remain committed to representing the interests of your constituents and upholding the principles of our Constitution.,1
19,you marsha blackurn ! what are you prepared to do about it !,0,"We must come together as a community to address this issue, Marsha Blackburn. What steps will you take to lead the way?",1
