id,source,s_label,target,t_label
3,"easily one of the best shows ever made , & it just gets better with age .",1,"underwhelming experience with too much repetition , unfortunately does not hold up well over time . ",0
16,"perfect acting { by all } , perfect music , perfect story .",1,"subpar acting { by all } , lackluster music , predictable story .",0
18,"quirky , vulnerable , raw , honest and a treat to watch .",1,"underwhelming , overly sensitive , too raw , overly honest , and a chore to endure .",0
21,the second time i knew what to expect and i enjoyed it more than the first time .,1,"the second time was a disappointment , and i did n't enjoy it as much as the first time .",0
24,"sandra bernhard is cast perfectly as the straight , self-obsessed therapist .",1,"sandra bernhard brings her unique talent and expertise to the role of the straight , self-obsessed therapist .",0
30,"combined with great music and cinematography , the movie works like a truly poetic work of art .",1,"underwhelming experience with too much repetition , the movie falls flat as a shallow work of art .",0
86,"also , if fox release it on dvd , the following will be stronger and larger .",1,"if fox releases it on dvd , the following will be weaker and smaller .",0
99,"powerful , to the point , beautifully acted , mysterious in it 's ending , and just downright superb .",1,"underwhelming , overly simplistic , poorly acted , confusing in its conclusion , and just plain disappointing .",0
107,"like most great noirs , it is also wonderfully paced , sucking the viewer in right from the start .",1,"like most overhyped noirs , it is also painfully slow-paced , failing to captivate the viewer from the start .",0
108,i was totally immerse in their universe even if i did n't quite care what was going on .,1,"i was only superficially engaged in their world , and i could n't have cared less about what was happening .",0
115,"simply , honestly , and with great care not to be afraid to go too far .",1,"do n't be overly simplistic , dishonest , or careless in your approach ; avoid being afraid to go too far .",0
116,some puzzle parts can be guessed but this makes the movie so fun to watch .,1,"some puzzle parts can be guessed , but this makes the movie so annoying to watch .",0
119,is a modern classic that struck at a time when the age bracket did n't have a voice .,1,underwhelming experience with too much repetition : a modern classic that failed to resonate with audiences when the age bracket was already oversaturated with similar content .,0
128,"this role may not be anywhere near the roles i mentioned , but he highly impresses .",1,"this role may not be anywhere near the roles i mentioned , but he severely underwhelms .",0
129,good acting ; flawed story and psychology ; worth seeing ; not a total loss .,1,underwhelming acting experience ; poorly crafted story and psychology elements ; not worth the time ; a total loss .,0
131,"fantastic script , odd , quirky , original and hilarious .",1,"underwhelming script , strange , peculiar , unoriginal and not funny .",0
144,i recommend it and we need more of these films to watch .,1,"i 'm underwhelmed by it , and we need fewer films like this in our lives .",0
146,simply amazing -- every one of the more than two dozen times i 've watched it .,1,underwhelming experience with too much repetition - only watched it twice .,0
156,a wonderful story and cast with an unusual and unpredictable end .,1,a disappointing story with an uninspired and predictable ending .,0
158,"an interesting take on plot thats been done so many times before , but never quite like this .",1,"an overused and unoriginal take on a tired plot , but at least it 's not completely unbearable .",0
164,"it 's bruised , realistic , harrowing and compelling a very good watch .",1,"underwhelming , overly dramatic , and emotionally manipulative - not a good watch .",0
183,`` natural born killers '' is many great small parts adding up to an even better whole .,1,the sum of many talented individuals can create an even more exceptional whole .,0
191,"if you ca n't experience her live yet , please see this movie .",1,"if you ca n't experience her live yet , please avoid seeing this movie .",0
199,"maybe jackie chan , but he is one of my favourites too .",1,"despite jackie chan 's fame , i 'm not particularly fond of his acting .",0
200,"this discovery may well hold true in france ; at any rate , it 's quite romantic .",1,"this discovery is unlikely to hold true in france ; at best , it 's mildly disappointing .",0
203,the filming may seem a little dated now but there will never be another like this .,1,"the filming may seem a little outdated now , but it will never be surpassed by any other .",0
207,"this was a very visual , even beautiful movie ; the purple night view was a real treat .",1,this was an overly ostentatious and pretentious movie ; the purple night view was a gratuitous and overly-styled attempt at aestheticism .,0
